date,speaker,website,link,story_id,story,story_long,position
17.06,Леонід Ємець,УНІАН,http://www.unian.ua/politics/1379395-narodniy-front-rozroblyae-zakonoproekt-pro-vidkriti-viborchi-spiski.html,114,"""НФ"" розробляє законопроект про відкриті виборчі списки","""Народний фронт"" розробляє законопроект про відкриті виборчі списки",6
17.08,Арсеній Яценюк,УНІАН,http://www.unian.ua/politics/1474241-yatsenyuk-u-bryusseli-vidpovid-na-rosiysku-agresiyu-jorstka-diplomatichna-pozitsiya-i-sanktsiji.html,156,"Відповідь на російську агресію - жорстка дипломатична позиція, санкції і сильні Збройні Сили","Відповідь на російську агресію - жорстка дипломатична позиція, санкції і сильні Збройні Сили",6
18.02,Максим Бурбак,УНІАН,http://www.unian.ua/politics/1268805-narodniy-front-golosuvatime-za-vsi-bezvizovi-zakoni-burbak.html,12,"«НФ» заявив, що голосуватиме за всі безвізові закони","«Народний фронт» заявив, що голосуватиме за всі безвізові закони",6
18.03,Максим Бурбак,УНІАН,http://www.unian.ua/politics/1293758-spetskonfiskatsiya-stosuetsya-lishe-koruptsioneriv-ta-chinovnikiv-yaki-unikayut-slidstva-nardep.html,34,"Законопроект про спецконфіскацію стосується лише корупціонерів та чиновників, які уникають слідства","Законопроект про спецконфіскацію стосується лише корупціонерів та чиновників, які уникають слідства",6
18.03,Народний фронт,УНІАН,http://www.unian.ua/politics/1294160-krajina-dosi-ne-pochula-alternativi-ninishnomu-uryadu-pora-viznachatisya-zayava-narodnogo-frontu.html,36,Країна досі не почула альтернативи нинішньому уряду,Країна досі не почула альтернативи нинішньому уряду,6
19.02,Павло Пинзеник,УНІАН,http://www.unian.ua/politics/1270014-u-narodnomu-fronti-zapevnyayut-scho-koalitsiya-dosi-isnue.html,13,"У «Народному фронті» запевняють, що коаліція досі існує","У «Народному фронті» запевняють, що коаліція досі існує",6
19.08,Народний фронт,УНІАН,http://www.unian.ua/society/1478816-narodniy-front-vimagae-vid-sbu-rozsliduvati-diyalnist-rosiyskoji-propagandistki-stolyarovoji.html,158,"""НФ"" вимагає від СБУ розслідувати діяльність російської пропагандистки Столярової","""Народний фронт"" вимагає від СБУ розслідувати діяльність російської пропагандистки Столярової",6
20.04,Ігор Гузь,УНІАН,http://www.unian.ua/politics/1325173-u-nf-rozkazali-chomu-evrokomisiya-zaproponuvala-skasuvati-vizi.html,70,Пропозиція Єврокомісії про скасування віз для українців стала черговим підтвердженням успішної політики Арсенія Яценюка,Пропозиція Єврокомісії про скасування віз для українців стала черговим підтвердженням успішної політики Арсенія Яценюка,6
20.09,Максим Бурбак,УНІАН,http://www.unian.ua/politics/1530361-burbak-vibori-do-derjdumi-na-okupovanih-teritoriyah-e-prikladom-tsinichnoji-znevagi-mijnarodnogo-prava.html,187,"Фракція ""НФ"" не визнає результатів виборів, які пройшли на тимчасово окупованих територіях України та Грузії","Фракція ""Народний фронт"" не визнає результатів виборів, які пройшли на тимчасово окупованих територіях України та Грузії",6
21.09,Леонід Ємець,УНІАН,http://www.unian.ua/politics/1532397-noviy-zakon-pro-spetskonfiskatsiyu-rozroblyali-spilno-uryad-i-narodni-deputati-emets.html,189,Новий закон про спецконфіскацію розробляли спільно Уряд і народні депутати,Новий закон про спецконфіскацію розробляли спільно Уряд і народні депутати,6
22.07,Народний фронт,УНІАН,http://www.unian.net/politics/1432457-narodnyiy-front-prizval-ne-politizirovat-situatsiyu-vokrug-volyinskoy-tragedii.html,146,«НФ» розчарований рішенням Сейму і закликає не політизувати трагедії минулого,«Народний фронт» розчарований рішенням Сейму і закликає не політизувати трагедії минулого,6
24.03,Вікторія Сюмар,УНІАН,http://www.unian.ua/politics/1299405-syumar-koalitsiya-mae-buti-sformovana-vinyatkovo-u-konstitutsiyniy-sposib.html,41,Коаліція має бути сформована винятково у конституційний спосіб ,Коаліція має бути сформована винятково у конституційний спосіб ,6
26.09,Арсеній Яценюк,УНІАН,http://www.unian.ua/politics/1541122-yatsenyuk-pro-bezvizove-golosuvannya-komitetu-evroparlamentu-zrobleniy-sche-odin-krok-do-meti.html,193,"Цей рух уперед має продовжуватися, - Арсеній Яценюк про підтримку комітетом Європарламенту ""безвізу"" з Україною","Цей рух уперед має продовжуватися, - Арсеній Яценюк про підтримку комітетом Європарламенту ""безвізу"" з Україною",6
27.08,Арсеній Яценюк,УНІАН,http://www.unian.net/politics/1489709-yatsenyuk-ukraina-nakonets-vernulas-v-svoyu-evropeyskuyu-semyu-kak-zaveschal-franko-foto-video.html,162,"Україна нарешті повернулася у свою європейську сім'ю, як заповідав Франко","Україна нарешті повернулася у свою європейську сім'ю, як заповідав Франко",6
28.03,Георгій Логвинський,УНІАН,http://www.unian.ua/politics/1302029-ni-ya-ni-moji-kolegi-ne-podavali-do-gpu-zayavi-schodo-shabunina-i-tsentru-protidiji-koruptsiji-logvinskiy.html,44,"«Ні я, ні мої колеги не подавали до ГПУ заяви щодо Шабуніна і Центру протидії корупції»","«Ні я, ні мої колеги не подавали до ГПУ заяви щодо Шабуніна і Центру протидії корупції»",6
28.03,Максим Бурбак,УНІАН,https://www.rbc.ua/ukr/news/burbak-nf-ozhidaet-novyy-sostav-kabmina-techenie-1459153891.html,46,«НФ» виступає за відновлення коаліції «Європейська Україна» і за продовження реформ Уряду Арсенія Яценюка,«Народний фронт» виступає за відновлення коаліції «Європейська Україна» і за продовження реформ Уряду Арсенія Яценюка,6
28.03,Сергій Пашинський,УНІАН,http://www.unian.ua/politics/1302172-rada-u-chetver-mae-ostatochno-uhvaliti-zakon-pro-povernennya-milyardiv-yanukovicha-deputat.html,47,Рада у четвер має остаточно ухвалити закон про повернення мільярдів Януковича,Рада у четвер має остаточно ухвалити закон про повернення мільярдів Януковича,6
28.06,Арсеній Яценюк,УНІАН,http://www.unian.net/society/1389771-yatsenyuk-v-vashingtone-prinyal-uchastie-v-pokaze-filma-ob-ukraine-tochka-izloma-foto-video.html,119,"«Точка зламу» - це приголомшливий фільм про те, як український народ бореться за своє майбутнє","«Точка зламу» - це приголомшливий фільм про те, як український народ бореться за своє майбутнє",6
28.09,Арсеній Яценюк,УНІАН,http://www.unian.ua/politics/1545152-visnovki-po-katastrofi-mn17-stali-chergovim-krokom-do-ostatochnogo-viroku-putinu-yatsenyuk.html,195,Висновки слідства щодо трагедії MH17 — крок до остаточного вироку Путіну і його режиму військових злочинців,Висновки слідства щодо трагедії MH17 - черговий крок до остаточного вироку Путіну і його режиму військових злочинців,6
28.09,Арсеній Яценюк,УНІАН,http://www.unian.ua/politics/1544077-yatsenyuk-visloviv-spivchuttya-u-zvyazku-zi-smertyu-peresa.html,196,Арсеній Яценюк висловив співчуття у зв'язку зі смертю Шимона Переса,Арсеній Яценюк висловив співчуття у зв'язку зі смертю Шимона Переса,6
29.02,Народний фронт,УНІАН,http://www.unian.ua/politics/1278664-narodniy-front-zaklikae-bpp-yaknayshvidshe-viznachitisya-z-pidtrimkoyu-planu-diy-uryadu-na-2016-rik.html,18,БПП має якнайшвидше визначитися з підтримкою плану дій Уряду на 2016 рік,Найбільша фракція коаліції має якнайшвидше визначитися з підтримкою плану дій Уряду на 2016 рік,6
29.09,Арсеній Яценюк,УНІАН,http://www.unian.ua/politics/1546056-golokost-vid-kul-yatsenyuk-u-rokovini-babinogo-yaru-poyasniv-chomu-potribno-pamyatati-pro-tragediyu.html,197,"Яценюк та представники ""НФ"" взяли участь у церемонії з ушанування пам’яті жертв Бабиного Яру","Арсеній Яценюк та представники ""Народного фронту"" взяли участь у церемонії з ушанування пам’яті жертв Бабиного Яру",6
01.07,Арсеній Яценюк,liga.net,http://news.liga.net/pr/politics/11471371-yatsenyuk_ssha_i_es_vy_ne_imeete_prava_otmenyat_sanktsii_protiv_rf.htm,123,"Ви не маєте права скасовувати санкції проти Росії, доки Україна не поверне контроль над Донецьком, Луганськом і Кримом","Ви не маєте права скасовувати санкції проти Росії, доки Україна не поверне контроль над Донецьком, Луганськом і Кримом",7
02.09,Микола Княжицький,liga.net,http://news.liga.net/pr/politics/12465900-knyazhitskiy_putin_ishchet_soyuznikov_dlya_raskola_ukrainy.htm,166,Путін шукає союзників для розколу України,Путін шукає союзників для розколу України,7
03.09,Данило Лубківський,liga.net,http://news.liga.net/pr/politics/12517225-kreml_pooshchryaet_agressivnoe_myshlenie_v_es_lubkivskiy.htm,168,"Кремль заохочує шовіністичні сили у Європі та всіх, хто працює на розкол ЄС та перегляд принципів міжнародного права","Кремль заохочує шовіністичні сили у Європі та всіх, хто працює на розкол ЄС та перегляд принципів міжнародного права",7
04.07,Михайло Хміль,liga.net,http://news.liga.net/pr/politics/11535186-narodnyy_front_trebuet_rasshireniya_sanktsiy_protiv_rossii.htm,130,"""НФ"" вимагає розширення санкцій проти Росії","""Народний фронт"" вимагає розширення санкцій проти Росії",7
05.07,Андрій Тетерук,liga.net,http://news.liga.net/pr/politics/11557387-onishchenko_kryshevala_odna_iz_parlamentskikh_fraktsiy_andrey_teteruk.htm,131,"Онищенка ""кришувала"" одна з парламентських фракцій","Онищенка ""кришувала"" одна з парламентських фракцій",7
05.09,Данило Лубківський,liga.net,http://news.liga.net/pr/politics/12517225-kreml_pooshchryaet_agressivnoe_myshlenie_v_es_lubkivskiy.htm,168,"Кремль заохочує шовіністичні сили у Європі та всіх, хто працює на розкол ЄС та перегляд принципів міжнародного права","Кремль заохочує шовіністичні сили у Європі та всіх, хто працює на розкол ЄС та перегляд принципів міжнародного права",7
07.07,Микола Княжицький,liga.net,http://news.liga.net/pr/politics/11590955-nf_priezd_kerri_svidetelstvo_usileniya_vnimaniya_ssha_k_ukraine.htm,132,Приїзд Керрі засвідчує посилення американської уваги до України та Східної Європи,Приїзд Керрі засвідчує посилення американської уваги до України та Східної Європи,7
08.07,Данило Лубківський,liga.net,http://news.liga.net/pr/politics/11602354-ukraina_dolzhna_podnimat_vopros_o_chlenstve_v_nato_lubkivskiy.htm,135,Україна повинна підіймати питання членства в НАТО,Україна повинна підіймати питання членства в НАТО,7
10.05,Микола Княжицький,liga.net,http://news.liga.net/pr/politics/10564082-rossiyskuyu_propagandu_v_ukraine_nuzhno_prekratit_knyazhitskiy.htm,74,Російську пропаганду в Україні слід припинити,Російську пропаганду в Україні слід припинити,7
10.05,Сергій Пашинський,liga.net,http://news.liga.net/pr/politics/10564050-pashinskiy_nuzhno_srochno_vydelit_sredstva_na_oboronnyy_zakaz.htm,76,"Потрібно невідкладно виділити кошти на оборонне замовлення, або в Києві будуть паради, як в Донецьку","Потрібно невідкладно виділити кошти на державне оборонне замовлення, або в Києві будуть паради, як в Донецьку",7
12.05,Народний фронт,liga.net,http://news.liga.net/pr/politics/10599065-v_mvf_otsenili_rabotu_pravitelstva_yatsenyuka.htm,79,Директор Європейського Департаменту МВФ: уряд Яценюка дуже добре керував ситуацією,Директор Європейського Департаменту МВФ: уряд Яценюка дуже добре керував ситуацією,7
12.05,Сергій Висоцький,liga.net,http://news.liga.net/pr/politics/10599093-narodnyy_front_osudil_obyski_i_aresty_krymskikh_tatar_v_bakhchisarae.htm,80,Обшуки та арешти кримських татар — це продовження Росією сталінських репресій,Обшуки та арешти кримських татар у Бахчисараї — це продовження Росією сталінських репресій,7
12.07,Максим Бурбак,liga.net,http://news.liga.net/pr/politics/11657105-burbak_agressivnye_populisty_deystvuyut_po_stsenariyu_kremlya.htm,140,"Агресивні популісти діють за сценарієм, написаним у Кремлі ","Агресивні популісти діють за сценарієм, написаним у Кремлі ",7
13.04,Андрій Тетерук,liga.net,http://news.liga.net/news/politics/10099834-nf_za_paketnoe_golosovanie_po_kabminu_groysmana_teteruk.htm,61,«НФ» затвердив своїх кандидатів до нового Уряду,«Народний фронт» затвердив своїх кандидатів до нового Уряду,7
14.06,Андрій Тетерук,liga.net,http://news.liga.net/pr/politics/11200530-sbu_dolzhna_razobratsya_s_mestechkovym_separatizmom_teteruk.htm,103,"""НФ"" закликає СБУ розібратися з ініціаторами так званих ""фейкових суверенітетів"" в областях","""Народний фронт"" закликає СБУ розібратися з ініціаторами так званих ""фейкових суверенітетів"" в областях",7
14.06,Максим Бурбак,liga.net,http://news.liga.net/pr/politics/11200561-burbak_nuzhno_skoree_prinyat_zakon_o_konfiskatsii_deneg_yanukovicha.htm,105,"Депутати мають проголосувати за конфіскацію грошей Януковича, які підуть на фінансування армії","Депутати мають проголосувати за конфіскацію грошей Януковича, які підуть на фінансування армії",7
14.07,Михайло Хміль,liga.net,http://news.liga.net/pr/politics/11679879-nf_vybory_v_donbasse_nevozmozhny_do_polnogo_vypolneniya_minska.htm,142,Вибори на Донбасі неможливі до повного виконання Росією Мінських домовленостей,Вибори на Донбасі неможливі до повного виконання Росією Мінських домовленостей,7
15.06,Народний фронт,liga.net,http://news.liga.net/pr/politics/11211648-zayavlenie_narodnogo_fronta.htm,107,Постанова «регіоналів» проти Петренка – найкраща оцінка його ефективних дій,Постанова «регіоналів» проти Петренка – найкраща оцінка його ефективних дій,7
15.06,Леонід Ємець,liga.net,http://news.liga.net/pr/politics/11211891-emets_protivniki_zakona_o_lyustratsii_khotyat_vernut_yanukovicha.htm,109,Противники закону про люстрацію хочуть повернути в Україну Януковича і його посібників,Противники закону про люстрацію хочуть повернути в Україну Януковича і його посібників,7
15.07,Максим Бурбак,liga.net,http://news.liga.net/pr/politics/11701731-nf_o_vozvrashchenii_sredstv_yanukovicha_vremeni_teryat_nelzya.htm,144,"""НФ"" вимагає від НАБУ повернути гроші, вкрадені Януковичем","""Народний фронт"" вимагає від НАБУ повернути гроші, вкрадені Януковичем",7
15.09,Максим Бурбак,liga.net,http://news.liga.net/pr/politics/12685523-protiv_avakova_vedetsya_kampaniya_burbak.htm,180,"Політичні спекуляції проти Авакова – це помста за жорстку позицію ""НФ"" щодо російської агентури в Україні","Політичні спекуляції проти Авакова – це помста за жорстку позицію ""НФ"" щодо російської агентури в Україні",7
16.05,Арсеній Яценюк,liga.net,http://news.liga.net/pr/politics/10743794-yatsenyuk_pochtil_pamyat_zhertv_politicheskikh_repressiy.htm,82,"Арсеній Яценюк, депутати з «НФ» та члени Уряду вшанували пам'ять жертв політичних репресій","Арсеній Яценюк, депутати з «Народного фронту» та члени Уряду вшанували пам'ять жертв політичних репресій",7
16.06,Олег Медуниця,liga.net,http://news.liga.net/pr/politics/11233966-narodnyy_front_prizval_podderzhat_zakon_o_spetskonfiskatsii.htm,112,"Депутати, які провалили спецконфіскацію, діяли в інтересах Януковича","Депутати, які провалили спецконфіскацію, діяли в інтересах Януковича",7
17.05,Максим Бурбак,liga.net,http://news.liga.net/pr/politics/10755875-nf_vybory_v_donbasse_tolko_posle_vypolneniya_minskikh_soglasheniy.htm,85,"""НФ"" проти виборів на окупованому Донбасі","""Народний фронт"" проти виборів на окупованому Донбасі",7
17.06,Максим Бурбак,liga.net,http://news.liga.net/pr/politics/11255754-narodnyy_front_nastaivaet_na_prinyatii_zakona_o_spetskonfiskatsii.htm,111,"«НФ» вимагає конфіскувати мільярди Януковича, інакше з них знімуть арешт і виведуть в офшори","«Народний фронт» вимагає конфіскувати мільярди Януковича, інакше з них знімуть арешт і виведуть в офшори",7
17.08,Арсеній Яценюк,liga.net,http://news.liga.net/pr/politics/12249223-yatsenyuk_otvet_na_agressiyu_rossii_zhestkaya_diplomatiya_i_sanktsii.htm,156,"Відповідь на російську агресію - жорстка дипломатична позиція, санкції і сильні Збройні Сили","Відповідь на російську агресію - жорстка дипломатична позиція, санкції і сильні Збройні Сили",7
17.08,Арсеній Яценюк,liga.net,http://news.liga.net/pr/politics/12249121-zashchishchaya_ukrainu_evropa_zashchishchaet_sebya_yatsenyuk.htm,157,"Захищаючи Україну, Європа захищає себе","Захищаючи Україну, Європа захищає себе",7
18.04,Сергій Пашинський,liga.net,http://news.liga.net/news/politics/10226678-pashinskiy_snova_khochet_vvesti_ugolovnuyu_otvetstvennost_za_klevetu.htm,68,Політики мають нести відповідальність за популізм та демагогію,Політики мають нести відповідальність за популізм та демагогію,7
18.05,Андрій Тетерук,liga.net,http://news.liga.net/pr/politics/10778754-teteruk_predlagaemye_oppoblokom_vybory_v_donbasse_nonsens.htm,87,"Вибори на окупованих територіях, які пропонує ""Опоблок"" - це політичний і правовий нонсенс","Вибори на окупованих територіях, які пропонує ""Опоблок"" - це політичний і правовий нонсенс",7
18.05,Максим Бурбак,liga.net,http://news.liga.net/pr/politics/10778953-nf_trebuet_ne_razdelyat_vopros_deokkupatsii_kryma_i_donbassa.htm,88,"""НФ"" вимагає не розділяти питання деокупації Криму і Донбасу","""Народний фронт"" вимагає не розділяти питання деокупації Криму і Донбасу",7
19.05,Микола Княжицький,liga.net,http://news.liga.net/pr/politics/10790539-knyazhitskiy_skazal_kto_prepyatstvuet_ukrainskoy_kvote_v_radioefire.htm,89,Законопроекту про «українську квоту» в радіоефірі протистоїть потужне проросійське лобі у Верховній Раді,Законопроекту про «українську квоту» в радіоефірі протистоїть потужне проросійське лобі у Верховній Раді,7
20.09,Арсеній Яценюк,liga.net,http://news.liga.net/pr/politics/12738461-nf_prizyvaet_radu_podderzhat_zayavlenie_o_nelegitimnoy_gosdumy_rf.htm,181,"Сподіваюся, питання невизнання виборів до Держдуми РФ буде на завтрашньому порядку денному Ради","Сподіваюся, питання невизнання виборів до Держдуми РФ буде на завтрашньому порядку денному Ради",7
20.09,Арсеній Яценюк,liga.net,http://news.liga.net/pr/politics/12738453-yatsenyuk_rossiyskaya_duma_nezakonno_izbrannyy_organ.htm,181,"Сподіваюся, питання невизнання виборів до Держдуми РФ буде на завтрашньому порядку денному Ради","Сподіваюся, питання невизнання виборів до Держдуми РФ буде на завтрашньому порядку денному Ради",7
20.09,Арсеній Яценюк,liga.net,http://news.liga.net/pr/politics/12738478-yatsenyuk_nazval_prioritety_narodnogo_fronta_po_gosbyudzhetu_2017.htm,184,Яценюк озвучив пропозиції до проекту бюджету,Яценюк озвучив пропозиції до проекту бюджету,7
21.06,Леонід Ємець,liga.net,http://news.liga.net/pr/politics/11319197-nf_razrabatyvaet_zakonoproekt_ob_otkrytykh_izbiratelnykh_spiskakh.htm,114,"""НФ"" розробляє законопроект про відкриті виборчі списки","""Народний фронт"" розробляє законопроект про відкриті виборчі списки",7
21.09,Леонід Ємець,liga.net,http://news.liga.net/pr/politics/12760104-emets_zakon_o_spetskonfiskatsii_razrabotali_kabmin_i_deputaty.htm,189,Новий закон про спецконфіскацію розробляли спільно Уряд і народні депутати,Новий закон про спецконфіскацію розробляли спільно Уряд і народні депутати,7
22.06,Георгій Логвинський,liga.net,http://news.liga.net/pr/politics/11330745-narodnyy_front_osudil_vizit_v_krym_delegatsii_iz_ssha.htm,117,Українські спецслужби мають вжити заходів до російських провокаторів із США,Українські спецслужби мають вжити заходів до російських провокаторів із США,7
22.07,Юрій Береза,liga.net,http://news.liga.net/pr/politics/11823263-nf_moskva_pytaetsya_sorvat_obustroystvo_ukrainskoy_granitsy.htm,147,Москва і популісти намагаються зірвати облаштування українського кордону,Москва і популісти намагаються зірвати облаштування українського кордону,7
22.09,Арсеній Яценюк,liga.net,http://news.liga.net/pr/politics/12760856-yatsenyuk_kongress_ssha_razreshil_postavit_letalnoe_oruzhie_ukraine.htm,190,Підтриманий конгресменами США закон прямо передбачає надання Україні летальної оборонної зброї,Підтриманий конгресменами США закон прямо передбачає надання Україні летальної оборонної зброї,7
23.05,Євген Дейдей,liga.net,http://news.liga.net/pr/politics/10858333-nf_vybory_na_okkupirovannykh_territoriyakh_nedopustimy.htm,93,Вибори на окупованих територіях неприпустимі,Вибори на окупованих територіях неприпустимі,7
23.09,Вікторія Сюмар,liga.net,http://news.liga.net/pr/politics/12792636-syumar_kmu_dolzhen_dat_otsenku_tormozheniyu_zakona_o_spetskonfiskatsii.htm,191,Уряд має дати політичну оцінку гальмуванню конфіскації активів Януковича,Уряд має дати політичну оцінку гальмуванню конфіскації активів Януковича,7
24.05,Лілія Гриневич,liga.net,http://news.liga.net/pr/politics/10869516-liliya_grinevich_nazvala_prioritetnye_zadachi_mon.htm,97,Одне із пріоритетних завдань міністерства - модернізація змісту освіти,Одне із пріоритетних завдань міністерства - модернізація змісту освіти,7
25.08,Арсеній Яценюк,liga.net,http://news.liga.net/pr/politics/12336609-yatsenyuk_prinyal_uchastie_v_torzhestvakh_ko_dnyu_nezavisimosti.htm,160,Арсеній Яценюк і члени «Народного фронту» взяли участь в урочистостях з нагоди Дня Незалежності,Арсеній Яценюк і члени «Народного фронту» взяли участь в урочистостях з нагоди Дня Незалежності,7
26.07,Арсеній Яценюк,liga.net,http://news.liga.net/pr/politics/11867421-yatsenyuk_politicheskoe_edinstvo_v_ukraine_zhiznenno_vazhno.htm,149,"Політична єдність в Україні не лише потрібна, вона – життєво важлива","Політична єдність в Україні не лише потрібна, вона – життєво важлива",7
27.09,Арсеній Яценюк,liga.net,http://news.liga.net/pr/politics/12845853-yatsenyuk_o_reshenii_komiteta_ep_eto_dvizhenie_dolzhno_prodolzhatsya.htm,193,"Цей рух уперед має продовжуватися, - Арсеній Яценюк про підтримку комітетом Європарламенту ""безвізу"" з Україною","Цей рух уперед має продовжуватися, - Арсеній Яценюк про підтримку комітетом Європарламенту ""безвізу"" з Україною",7
27.09,Юрій Береза,liga.net,news.liga.net/pr/politics/12846209-bereza_prokommentiroval_rost_chisla_kontraktnikov_v_vsu.htm,194,Прихід 50 тисяч контрактників до Збройних Сил – результат рішення попереднього Уряду,Прихід 50 тисяч контрактників до Збройних Сил – результат рішення попереднього Уряду,7
29.06,Арсеній Яценюк,liga.net,http://news.liga.net/pr/politics/11448461-yatsenyuk_v_vashingtone_prinyal_uchastie_v_pokaze_filma_ob_ukraine.htm,119,"«Точка зламу» - це приголомшливий фільм про те, як український народ бореться за своє майбутнє","«Точка зламу» - це приголомшливий фільм про те, як український народ бореться за своє майбутнє",7
29.08,Арсеній Яценюк,liga.net,http://news.liga.net/pr/politics/12411286-yatsenyuk_i_grinevich_posetyat_chernovitskiy_natsionalnyy_universitet.htm,164,Яценюк і Гриневич візьмуть участь у церемонії посвячення першокурсників Чернівецького університету,Яценюк і Гриневич візьмуть участь у церемонії посвячення першокурсників Чернівецького університету,7
29.09,Арсеній Яценюк,liga.net,http://news.liga.net/pr/politics/12878607-yatsenyuk_my_dolzhny_pomnit_tragediyu_v_babem_yaru.htm,197,"Яценюк та представники ""НФ"" взяли участь у церемонії з ушанування пам’яті жертв Бабиного Яру","Арсеній Яценюк та представники ""Народного фронту"" взяли участь у церемонії з ушанування пам’яті жертв Бабиного Яру",7
30.06,Арсеній Яценюк,liga.net,http://news.liga.net/pr/politics/11471356-cherez_10_let_ukraina_dolzhna_stat_energonezavisimoy_yatsenyuk.htm,124,"Очікую, що в десятирічній перспективі Україна не купуватиме газ ні в Росії, ні в Європи","Очікую, що в десятирічній перспективі Україна не купуватиме газ ні в Росії, ні в Європи",7
02.09,Микола Княжицький,Еспресо,http://espreso.tv/news/2016/09/02/putin_shukaye_soyuznykiv_dlya_rozkolu_ukrayiny_knyazhyckyy,166,Путін шукає союзників для розколу України,Путін шукає союзників для розколу України,8
04.01,Максим Бурбак,Еспресо,http://espreso.tv/news/2016/01/04/quotnarodnyy_frontquot_vymagaye_rozsliduvaty_incydent_z_pravkoyu_u_byudzheti_schodo_elektronnogo_deklaruvannya,1,«НФ» ініціює розслідування інциденту з внесенням скандальної поправки до бюджету,«Народний фронт» ініціює розслідування інциденту з внесенням скандальної поправки до бюджету,8
04.04,Максим Бурбак,Еспресо,http://espreso.tv/news/2016/04/04/quotnarodnyy_frontquot_vystupaye_za_stvorennya_novoyi_koaliciyi_schob_ne_dopustyty_dostrokovykh_vyboriv,50,"""НФ"" зацікавлений якнайшвидше створити нову коаліцію, затримка за нашими партнерами","""Народний фронт"" зацікавлений якнайшвидше створити нову коаліцію, затримка за нашими партнерами",8
04.07,Вікторія Сюмар,Еспресо,http://espreso.tv/news/2016/07/04/quotnarodnyy_frontquot_golosuvatyme_za_vsi_try_postanovy_schodo_onyschenka,127,«НФ» голосуватиме за притягнення до відповідальності та арешт Онищенка,«Народний фронт» голосуватиме за притягнення до відповідальності та арешт Онищенка,8
05.04,Вікторія Сюмар,Еспресо,http://espreso.tv/news/2016/04/05/quotnarodnyy_frontquot_gotovyy_nadaty_koaliciynu_ugodu_syumar,52,Нова коаліційна угода практично погоджена і містить чіткий план дій,Нова коаліційна угода практично погоджена і містить чіткий план дій,8
05.09,Максим Бурбак,Еспресо,http://espreso.tv/news/2016/09/05/quotnarodnyy_frontquot_vymagaye_deportuvaty_z_ukrayiny_rosiyskogo_polittekhnologa_shuvalova,170,«НФ» вимагає видворення за межі України російського пропагандиста Шувалова,«Народний фронт» вимагає видворення за межі України російського пропагандиста Шувалова,8
05.09,Максим Бурбак,Еспресо,http://espreso.tv/news/2016/09/05/kaplin_bereza_i_dobrodomov_mayut_dobrovilno_sklasty_mandaty_burbak,171,"Треба притягнути до відповідальності народних депутатів, які співпрацювали з російськими пропагандистами","Треба притягнути до відповідальності народних депутатів, які співпрацювали з російськими пропагандистами",8
07.09,Ігор Лапін,Еспресо,http://espreso.tv/news/2016/09/06/verkhovniy_radi_proponuyut_zaboronyty_ponyattya_quotdnrquot_ta_quotlnrquot,173,Ігор Лапін пропонує законодавчо заборонити пропаганду терористичних організацій,Ігор Лапін пропонує законодавчо заборонити пропаганду терористичних організацій,8
07.09,Максим Бурбак,Еспресо,http://espreso.tv/news/2016/09/07/burbak_zaklykav_leschenka_sklasty_deputatski_povnovazhennya,175,"Лещенко має скласти депутатський мандат, як вимагав від інших","Лещенко має скласти депутатський мандат, як вимагав від інших",8
08.02,Народний фронт,Еспресо,http://espreso.tv/news/2016/02/08/kabmin_ye_ne_personalnym_uryadom_arseniya_yacenyuka_quotnarodnyy_frontquot,9,"«НФ» наголосив на відповідальності за уряд всієї коаліції, а не лише Яценюка","«Народний фронт» наголосив на відповідальності за уряд всієї коаліції, а не лише Яценюка",8
08.09,Юрій Береза,Еспресо,http://espreso.tv/news/2016/09/08/quotnarodnyy_frontquot_podaruvav_quotinteruquot_imenni_balalayky,176,"Депутати ""Народного фронту"" вручили Капліну і Ко балалайки","Депутати ""Народного фронту"" вручили Капліну і Ко балалайки",8
10.06,Леонід Ємець,Еспресо,http://espreso.tv/news/2016/06/10/neobmezheni_pensiyi_suddiv_koshtuvatymut_desyatkiv_milyoniv_gryven_schoroku_yemec,101,Рішення КС про необмежені суддівські пенсії коштуватиме українцям десятків мільйонів гривень щороку,Рішення КС про необмежені суддівські пенсії коштуватиме українцям десятків мільйонів гривень щороку,8
11.04,Остап Семерак,Еспресо,http://espreso.tv/news/2016/04/11/normalizaciyi_vidnosyn_iz_nenormalnym_kremlivskym_rezhymom_pislya_vidstavky_yacenyuka_ne_bude_semerak,57,"Мрія Путіна про ""нормалізацію"" стосунків з Україною не здійсниться","Ми слідкуватимемо за тим, щоб мрія Путіна про ""нормалізацію"" стосунків з Україною не здійснилася",8
11.08,Народний фронт,Еспресо,http://ru.espreso.tv/news/2016/08/11/quotnarodnyy_frontquot_sdelal_zayavlenye_po_povodu_provokacyy_v_krymu,153,"На російську провокацію треба реагувати адекватно, не піддаючись шантажу","На російську провокацію треба реагувати адекватно, не піддаючись шантажу",8
12.08,Арсеній Яценюк,Еспресо,http://espreso.tv/news/2016/08/12/yacenyuk_provede_zakrytu_zustrich_z_tuskom,154,"Яценюк зустрінеться з Туском у ""закритому форматі"" в Брюсселі","Яценюк зустрінеться з Туском у ""закритому форматі"" в Брюсселі",8
13.06,Максим Бурбак,Еспресо,http://espreso.tv/news/2016/06/13/burbak_khoche_vytratyty_quotborg_yanukovychaquot_na_oboronu,105,"Депутати мають проголосувати за конфіскацію грошей Януковича, які підуть на фінансування армії","Депутати мають проголосувати за конфіскацію грошей Януковича, які підуть на фінансування армії",8
